date,open,high,low,close,volume
2021-08-02,366.2800,366.8800,363.8700,364.6000,27334100
2021-08-03,365.2800,366.9300,362.0000,366.8100,35558500
2021-08-04,366.7700,368.3200,365.6300,367.3400,29602200
2021-08-05,368.1800,369.9100,367.4500,369.6700,21443900
2021-08-06,368.3700,369.3700,366.9100,368.0500,33332100
2021-08-09,368.5200,369.2700,367.3900,368.7300,25960200
2021-08-10,369.2600,369.5600,365.6200,366.8400,35130800
2021-08-11,368.1400,368.6500,364.8400,366.2100,34249800
2021-08-12,365.6900,367.9000,364.3000,367.5300,25969200
2021-08-13,367.8900,369.1600,367.3800,368.8200,19336200
2021-08-16,367.6700,369.0200,363.7000,368.9800,34856900
2021-08-17,366.1500,367.1500,363.2300,365.7300,44793900
2021-08-18,365.1800,366.6200,361.8700,362.2100,38541900
2021-08-19,360.2200,365.6800,359.9600,363.9600,48499400
2021-08-20,365.0600,368.1400,364.7400,367.7300,39486000
2021-08-23,368.8000,373.9400,368.7900,373.2300,34034700
2021-08-24,373.8400,374.9900,373.3600,374.3700,21732900
2021-08-25,374.6300,375.3900,373.8600,374.8000,20441900
2021-08-26,373.9200,374.6200,371.9700,372.4200,29133300
2021-08-27,373.0700,376.5600,372.5700,376.0400,27104700
2021-08-30,376.8500,380.7600,376.8300,380.2600,27295700
2021-08-31,380.5100,380.5800,378.3600,379.9500,29628200
2021-09-01,381.0400,382.7100,380.3700,380.5800,28138300
2021-09-02,381.9700,382.3100,379.1500,380.4000,25453400
2021-09-03,379.2200,381.9800,379.2000,381.5700,24605400
2021-09-07,381.6800,382.7800,380.4900,382.1100,23970200
2021-09-08,381.9300,381.9300,378.4500,380.7800,32949200
2021-09-09,381.0100,382.1500,379.2200,379.4700,29399000
2021-09-10,381.2300,381.9700,376.2500,376.5900,40249400
2021-09-13,378.9900,379.4300,374.2200,376.3300,48741800
2021-09-14,377.8600,378.6100,374.2800,375.2600,41826600
2021-09-15,375.7300,378.4100,373.3700,378.0500,34097900
2021-09-16,376.6800,378.9000,374.7000,378.3100,35193100
2021-09-17,377.8200,377.8700,372.7600,373.8300,60912300
2021-09-20,367.4600,369.2500,360.9300,365.7000,76203200
2021-09-21,367.5800,368.8100,364.9900,366.1500,41927500
2021-09-22,367.0900,371.0700,365.9600,369.5700,46972900
2021-09-23,370.7600,374.0400,370.1000,372.9800,44652000
2021-09-24,370.6500,373.7600,370.2700,373.3300,36056800
2021-09-27,370.2000,371.2500,367.7300,370.3500,43338100
2021-09-28,365.6700,370.3000,359.3500,359.8700,97701600
2021-09-29,361.1700,363.3700,358.6400,359.2800,58076600
2021-09-30,360.9700,362.6800,357.1000,357.9600,61384600
2021-10-01,358.6000,361.2500,354.3800,360.1800,56375500
2021-10-04,358.5200,358.8600,350.3200,352.6200,76766000
2021-10-05,353.7100,359.6900,353.4800,357.3800,47232900
2021-10-06,354.0800,359.9500,353.1500,359.6700,56806500
2021-10-07,362.8000,365.6900,362.2500,362.9700,39411200
2021-10-08,364.0800,364.3200,360.6100,361.1600,41822300
2021-10-11,359.5800,363.2000,358.3000,358.3900,34847200
2021-10-12,359.8800,360.3300,356.4800,357.1400,43905100
2021-10-13,359.5100,360.6900,357.4300,360.0000,40120800
2021-10-14,363.6900,366.8500,363.0100,366.6300,43433900
2021-10-15,367.8800,369.0600,366.8200,368.9400,40419900
2021-10-18,367.6100,372.8700,366.9900,372.6500,34513500
2021-10-19,373.7500,375.5200,372.7000,375.4700,29091000
2021-10-20,375.9400,376.5700,373.4600,374.9800,31390300
2021-10-21,374.1600,377.4700,373.8500,377.2700,25469300
2021-10-22,375.9800,376.9700,372.3900,374.1000,36275800
2021-10-25,375.5600,378.8700,373.5600,377.9300,32597800
2021-10-26,380.2300,382.7100,377.9100,379.1200,47191300
2021-10-27,379.5800,383.1500,379.3100,380.0000,45760500
2021-10-28,381.9500,384.4800,381.1600,384.2200,38007000
2021-10-29,381.0600,386.2800,380.7000,386.1100,37310100
2021-11-01,386.5600,387.5600,384.4200,387.4300,30765300
2021-11-02,386.8000,389.5400,386.7500,389.0500,25135300
2021-11-03,389.5500,393.6100,388.4800,393.1800,33748900
2021-11-04,394.4800,399.2000,393.9200,398.2200,40265300
2021-11-05,400.0400,400.9900,397.1600,398.6000,43383800
2021-11-08,398.5700,399.6200,397.4000,398.0600,29256300
2021-11-09,399.1600,399.5700,393.9200,395.3200,50490700
2021-11-10,392.4700,395.3600,387.5300,389.5100,54937400
2021-11-11,392.5700,392.7500,390.2400,390.5900,32243000
2021-11-12,391.7700,395.2500,390.1300,394.7000,34730600
2021-11-15,395.9100,396.2400,392.1000,394.6100,33716900
2021-11-16,393.8600,397.9300,393.6600,397.4200,27872900
2021-11-17,397.7500,399.7200,396.6400,397.6300,28703300
2021-11-18,399.7300,402.2700,397.4500,401.7500,45721500
2021-11-19,403.4300,405.3000,402.5800,403.9900,45191700
2021-11-22,405.5700,408.7100,399.1900,399.3000,61715400
2021-11-23,398.1100,400.2300,392.9200,397.4800,70098700
2021-11-24,394.9300,399.0500,392.5400,398.7600,46954400
2021-11-26,396.1100,397.5400,389.7700,391.2000,51533300
2021-11-29,395.8900,400.7300,395.1400,399.6900,54447100
2021-11-30,398.7800,401.1900,391.7500,393.8200,81332700
2021-12-01,398.2800,400.4800,386.6400,387.1200,77766500
2021-12-02,385.8000,391.7400,384.3400,389.9100,84416600
2021-12-03,391.3100,392.3400,378.9000,383.1300,105349100
2021-12-06,383.6300,387.6000,379.3000,386.2000,67588800
2021-12-07,393.0300,398.4600,392.9900,397.8300,56005300
2021-12-08,398.1700,399.8200,396.2200,399.6100,39204000
2021-12-09,398.3500,400.2000,393.5300,393.7300,49973700
2021-12-10,396.6200,398.2800,393.3600,398.0100,52545800
2021-12-13,398.0000,398.3300,391.8800,392.2600,50166400
2021-12-14,387.3000,390.0900,383.6300,388.2000,75199200
2021-12-15,387.9400,397.4200,383.8800,397.0500,73858000
2021-12-16,398.0400,398.4800,385.2100,386.8400,82591400
2021-12-17,383.3300,389.1900,381.7700,384.9100,80492500
2021-12-20,379.5700,381.5000,377.4700,380.6900,65336800
2021-12-21,384.0500,389.5300,380.2000,389.2100,48899500
2021-12-22,388.9100,394.1600,388.2300,393.9500,37042200
2021-12-23,394.3100,398.4300,394.1400,396.9200,29595500
2021-12-27,398.2500,403.4800,398.2200,403.4800,32820700
2021-12-28,404.4000,404.5800,400.7100,401.6100,33113700
2021-12-29,401.7500,403.0500,399.1100,401.5500,32248500
2021-12-30,401.3300,403.5700,399.7500,400.3500,23850100
2021-12-31,399.6600,401.0600,397.3400,397.8500,34752900
2022-01-03,399.0500,401.9400,396.8800,401.6800,40575900
2022-01-04,402.2400,402.2800,393.2900,396.4700,58027200
2022-01-05,394.7400,395.8900,384.0300,384.2900,75739800
2022-01-06,382.4200,387.3500,380.1300,384.0200,70814300
2022-01-07,384.0300,385.7600,378.0400,379.8600,72652300
2022-01-10,374.8200,380.6400,369.3100,380.1100,91770500
2022-01-11,379.3600,385.9900,377.2200,385.8200,68295700
2022-01-12,388.4600,390.2000,385.0100,387.3500,54576400
2022-01-13,388.7700,389.4700,376.7000,377.6600,77994000
2022-01-14,375.0700,380.3500,374.8600,380.0100,80121200
2022-01-18,374.0400,376.2200,369.7700,370.5500,75450900
2022-01-19,372.1500,374.6900,366.2100,366.4800,81791500
2022-01-20,369.7900,373.8700,361.1700,361.7200,88610700
2022-01-21,359.4700,362.1800,351.4000,351.6900,143388900
2022-01-24,345.9100,353.9800,334.1500,353.3000,198685800
2022-01-25,346.6700,351.0300,341.6800,345.1100,124398400
2022-01-26,352.9100,356.8800,340.7800,344.5700,146559500
2022-01-27,349.4000,351.2700,340.0500,341.1000,95255700
2022-01-28,343.0300,352.0200,337.9500,351.8000,108167900
