date,open,high,low,close,volume
2021-12-17,320.8800,324.9200,317.2500,323.8000,47750300
2021-12-20,320.0500,322.8000,317.5700,319.9100,28326500
2021-12-21,323.2900,327.7300,319.8000,327.2900,24740600
2021-12-22,328.3000,333.6100,325.7500,333.2000,24831500
2021-12-23,332.7500,336.3900,332.7300,334.6900,19617800
2021-12-27,335.4600,342.4800,335.4300,342.4500,19947000
2021-12-28,343.1500,343.8100,340.3200,341.2500,15661500
2021-12-29,341.3000,344.3000,339.6800,341.9500,15042000
2021-12-30,341.9100,343.1300,338.8200,339.3200,15994500
2021-12-31,338.5100,339.3600,335.8500,336.3200,18000800
2022-01-03,335.3500,338.0000,329.7800,334.7500,28865100
2022-01-04,334.8300,335.2000,326.1200,329.0100,32674300
2022-01-05,325.8600,326.0700,315.9800,316.3800,40054300
2022-01-06,313.1500,318.7000,311.4900,313.8800,39646100
2022-01-07,314.1500,316.5000,310.0900,314.0400,32720000
2022-01-10,309.4900,314.7200,304.6900,314.2700,44289500
2022-01-11,313.3800,316.6100,309.8900,314.9800,29386800
2022-01-12,319.6700,323.4100,317.0800,318.2700,34372200
2022-01-13,320.4700,320.8800,304.0000,304.8000,45366000
2022-01-14,304.2500,310.8200,303.7500,310.2000,39846400
2022-01-18,304.0700,309.8000,301.7400,302.6500,42333200
2022-01-19,306.2900,313.9100,302.7000,303.3300,45933900
2022-01-20,309.0700,311.6500,301.1400,301.6000,35380700
2022-01-21,302.6900,304.1100,295.6100,296.0300,57984400
2022-01-24,292.2000,297.1100,276.0500,296.3700,85731500
2022-01-25,291.5200,294.9900,285.1700,288.4900,72848600
2022-01-26,307.9900,308.5000,293.0300,296.7100,90428900
2022-01-27,302.6600,307.3000,297.9300,299.8400,53481300
2022-01-28,300.2300,308.4800,294.4500,308.2600,49743700
2022-01-31,308.9500,312.3800,306.3700,310.9800,46444500
2022-02-01,310.4100,310.6300,305.1300,308.7600,40950400
2022-02-02,309.6300,315.1200,308.8800,313.4600,36636000
2022-02-03,309.4900,311.2300,299.9600,301.2500,43730000
2022-02-04,300.2100,308.8000,299.9700,305.9400,35096500
2022-02-07,306.1700,307.8400,299.9000,300.9500,28533300
2022-02-08,301.2500,305.5600,299.9500,304.5600,32421200
2022-02-09,309.8700,311.9300,307.3900,311.2100,31284700
2022-02-10,304.0400,309.1200,300.7000,302.3800,45386200
2022-02-11,303.1900,304.2900,294.2200,295.0400,39175600
2022-02-14,293.7700,296.7600,291.3500,295.0000,36359500
2022-02-15,300.0100,300.8000,297.0200,300.4700,27058300
2022-02-16,298.3700,300.8700,293.6800,299.5000,29982100
2022-02-17,296.3600,296.8000,290.0000,290.7300,32461600
2022-02-18,293.0500,293.8600,286.3100,287.9300,34264000
2022-02-22,285.0000,291.5400,284.5000,287.7200,41736100
2022-02-23,290.1800,291.7000,280.1000,280.2700,37811200
2022-02-24,272.5100,295.1600,271.5200,294.5900,56989700
2022-02-25,295.1400,297.6300,291.6500,297.3100,32546700
2022-02-28,294.3100,299.1400,293.0000,298.7900,34627500
2022-03-01,296.4000,299.9700,292.1500,294.9500,31217800
2022-03-02,295.3600,301.4700,293.7000,300.1900,31873000
2022-03-03,302.8900,303.1300,294.0500,295.9200,27314500
2022-03-04,294.2900,295.6600,287.1700,289.8600,32356500
2022-03-07,288.5300,289.6900,278.5300,278.9100,43157200
2022-03-08,277.8000,283.9600,270.0000,275.8500,48159500
2022-03-09,283.4400,289.6000,280.7800,288.5000,35204500
2022-03-10,283.0200,286.6000,280.5800,285.5900,30628000
2022-03-11,287.9600,289.5100,279.4300,280.0700,27209300
2022-03-14,280.3400,285.4000,275.8200,276.4400,30660700
2022-03-15,280.3500,287.8200,278.7300,287.1500,34245100
2022-03-16,289.1100,294.5700,283.2000,294.3900,37826300
2022-03-17,293.2900,295.6100,289.3700,295.2200,30816600
2022-03-18,295.3700,301.0000,292.7300,300.4300,43390600
2022-03-21,298.8900,300.1400,294.9000,299.1600,28351200
2022-03-22,299.8000,305.0000,298.7700,304.0600,27599700
2022-03-23,300.5100,303.2300,297.7200,299.4900,25715400
2022-03-24,299.1400,304.2000,298.3200,304.1000,24484500
2022-03-25,305.2300,305.5000,299.2900,303.6800,22566500
2022-03-28,304.3300,310.8000,304.3300,310.7000,29578200
2022-03-29,313.9100,315.8200,309.0500,315.4100,30393400
2022-03-30,313.7600,315.9500,311.5800,313.8600,28163600
2022-03-31,313.9000,315.1400,307.8900,308.3100,33422100
2022-04-01,309.3700,310.1300,305.5400,309.4200,27110500
2022-04-04,310.0900,315.1100,309.7100,314.9700,24289600
2022-04-05,313.2700,314.8700,309.8700,310.8800,23156700
2022-04-06,305.1900,307.0000,296.7100,299.5000,40110400
2022-04-07,296.6600,303.6500,296.3500,301.3700,31411200
2022-04-08,300.4400,301.1200,296.2800,296.9700,24361900
2022-04-11,291.7900,292.6100,285.0000,285.2600,34569300
2022-04-12,289.2400,290.7400,280.4900,282.0600,30966700
2022-04-13,282.7300,288.5800,281.3000,287.6200,21907200
2022-04-14,288.0900,288.3100,279.3200,279.8300,28221600
2022-04-18,278.9100,282.4600,278.3400,280.5200,20778000
2022-04-19,279.3800,286.1700,278.4100,285.3000,22297700
2022-04-20,289.4000,289.7000,285.3700,286.3600,22906700
2022-04-21,288.5800,293.3000,280.0600,280.8100,29454600
2022-04-22,281.6800,283.2000,273.3800,274.0300,29405800
2022-04-25,273.2900,281.1100,270.7700,280.7200,35678900
2022-04-26,277.5000,278.3600,270.0000,270.2200,46518400
2022-04-27,282.1000,290.9700,279.1600,283.2200,63477700
2022-04-28,285.1900,290.9800,281.4600,289.6300,33646600
2022-04-29,288.6100,289.8800,276.5000,277.5200,37073900
2022-05-02,277.7100,284.9400,276.2200,284.4700,35151100
2022-05-03,283.9600,284.1300,280.1500,281.7800,25978600
2022-05-04,282.5900,290.8800,276.7300,289.9800,33599300
2022-05-05,285.5400,286.3500,274.3400,277.3500,43260400
2022-05-06,274.8100,279.2500,271.2700,274.7300,37780300
2022-05-09,270.0600,272.3600,263.3200,264.5800,47726000
2022-05-10,271.6900,273.7500,265.0700,269.5000,39336400
2022-05-11,265.6800,271.3600,259.3000,260.5500,48975900
2022-05-12,257.6900,259.8800,250.0200,255.3500,51033800
2022-05-13,257.3500,263.0400,255.3500,261.1200,34925100
2022-05-16,259.9600,265.8200,255.7800,261.5000,32550900
2022-05-17,266.1100,268.3300,262.4600,266.8200,28828800
2022-05-18,263.0000,263.6000,252.7700,254.0800,31356000
2022-05-19,253.9000,257.6700,251.8800,253.1400,32692300
2022-05-20,257.2400,258.5400,246.4400,252.5600,39199300
2022-05-23,255.4900,261.5000,253.4300,260.6500,33175400
2022-05-24,257.8900,261.3300,253.5000,259.6200,29043900
2022-05-25,258.1400,264.5800,257.1300,262.5200,28547900
2022-05-26,262.2700,267.1100,261.4300,265.9000,25002100
2022-05-27,268.4800,273.3400,267.5600,273.2400,26910800
2022-05-31,272.5300,274.7700,268.9300,271.8700,37827700
2022-06-01,275.2000,277.6900,270.0400,272.4200,25292200
2022-06-02,264.4500,274.6500,261.6000,274.5800,44008200
2022-06-03,270.3100,273.4500,268.4100,270.0200,28059000
2022-06-06,272.0600,274.1800,267.2200,268.7500,22400300
2022-06-07,266.6400,273.1300,265.9400,272.5000,22860700
2022-06-08,271.7100,273.0000,269.6100,270.4100,17372300
2022-06-09,267.7800,272.7100,264.6300,264.7900,26439700
2022-06-10,260.5800,260.5800,252.5300,252.9900,31422800
2022-06-13,245.1100,249.0200,241.5300,242.2600,46135800
2022-06-14,243.8600,245.7400,241.5100,244.4900,28651500
2022-06-15,248.3100,255.3000,246.4200,251.7600,33111700
2022-06-16,245.9800,247.4200,243.0200,244.9700,33169200
2022-06-17,244.7000,250.5000,244.0300,247.6500,43084800
2022-06-21,250.2600,254.7500,249.5100,253.7400,29928300
2022-06-22,251.8900,257.1700,250.3700,253.1300,25939900
2022-06-23,255.5700,259.3700,253.6300,258.8600,25861400
2022-06-24,261.8100,267.9800,261.7200,267.7000,33923200
2022-06-27,268.2100,268.3000,263.2800,264.8900,24615100
2022-06-28,263.9800,266.9100,256.3200,256.4800,27295500
2022-06-29,257.5900,261.9700,255.7600,260.2600,20069800
2022-06-30,257.0500,259.5300,252.9000,256.8300,31730900
2022-07-01,256.3900,259.7700,254.6100,259.5800,22837700
2022-07-05,256.1600,262.9800,254.7400,262.8500,22941000
2022-07-06,263.7500,267.9900,262.4000,266.2100,23824400
2022-07-07,265.1200,269.0600,265.0200,268.4000,20859900
2022-07-08,264.7900,268.1000,263.2900,267.6600,19658800
2022-07-11,265.6500,266.5300,262.1800,264.5100,19455200
2022-07-12,265.8800,265.9400,252.0400,253.6700,35868500
2022-07-13,250.1900,253.5500,248.1100,252.7200,29497400
2022-07-14,250.5700,255.1400,245.9400,254.0800,25102800
2022-07-15,255.7200,260.3700,254.7700,256.7200,29774100
2022-07-18,259.7500,260.8400,253.3000,254.2500,20975000
2022-07-19,257.5800,259.7200,253.6800,259.5300,25012600
2022-07-20,259.9000,264.8700,258.9100,262.2700,22788300
2022-07-21,259.7900,264.8900,257.0300,264.8400,22404700
2022-07-22,265.2400,265.3300,259.0700,260.3600,21881300
2022-07-25,261.0000,261.5000,256.8100,258.8300,21056000
2022-07-26,259.8600,259.8800,249.5700,251.9000,39348000
2022-07-27,261.1600,270.0500,258.8500,268.7400,45994000
2022-07-28,269.7500,277.8400,267.8700,276.4100,33459300
2022-07-29,277.7000,282.0000,276.6300,280.7400,32152800
2022-08-01,277.8200,281.2800,275.8400,278.0100,21539600
2022-08-02,276.0000,277.8900,272.3800,274.8200,22754200
2022-08-03,276.7600,283.5000,276.6100,282.4700,23518900
2022-08-04,281.8000,283.8000,280.1700,283.6500,18098700
2022-08-05,279.1500,283.6500,278.6800,282.9100,16774600
2022-08-08,284.0500,285.9200,279.3200,280.3200,18739200
2022-08-09,279.6400,283.0800,277.6100,282.3000,23405200
2022-08-10,288.1700,289.8100,286.9400,289.1600,24687800
2022-08-11,290.8500,291.2100,286.5100,287.0200,20065900
2022-08-12,288.4800,291.9100,286.9400,291.9100,22619700
2022-08-15,291.0000,294.1800,290.1100,293.4700,18085700
2022-08-16,291.9900,294.0400,290.4200,292.7100,18102900
2022-08-17,289.7400,293.3500,289.4700,291.3200,18253400
2022-08-18,290.1900,291.9100,289.0800,290.1700,17186200
2022-08-19,288.9000,289.2500,285.5600,286.1500,20570000
2022-08-22,282.0800,282.4600,277.2200,277.7500,25061100
2022-08-23,276.4400,278.8600,275.4000,276.4400,17527400
2022-08-24,275.4100,277.2300,275.1100,275.7900,18137000
2022-08-25,277.3300,279.0200,274.5200,278.8500,16583400
2022-08-26,279.0800,280.3400,267.9800,268.0900,27549300
2022-08-29,265.8500,267.4000,263.8500,265.2300,20338500
2022-08-30,266.6700,267.0500,260.6600,262.9700,22767100
2022-08-31,265.3900,267.1100,261.3300,261.4700,24791800
2022-09-01,258.8700,260.8900,255.4100,260.4000,23263400
2022-09-02,261.7000,264.7400,254.4700,256.0600,22855400
2022-09-06,256.2000,257.8300,251.9400,253.2500,21328200
2022-09-07,254.7000,258.8300,253.2200,258.0900,24126700
2022-09-08,257.5100,260.4300,254.7900,258.5200,20319900
2022-09-09,260.5000,265.2300,260.2900,264.4600,22084700
2022-09-12,265.7800,267.4500,265.1600,266.6500,18747700
2022-09-13,258.8400,260.4000,251.5900,251.9900,33353300
2022-09-14,253.5300,254.2300,249.8600,252.2200,23913000
2022-09-15,249.7700,251.4000,244.0200,245.3800,31530900
2022-09-16,244.2600,245.3000,242.0600,244.7400,39791800
2022-09-19,242.4700,245.1400,240.8500,244.5200,26826900
2022-09-20,242.0700,243.5100,239.6400,242.4500,26660300
2022-09-21,244.2700,247.6600,238.9000,238.9500,28625600
2022-09-22,237.8700,243.8600,237.5700,240.9800,31061200
2022-09-23,239.5400,241.1300,235.2000,237.9200,34176000
2022-09-26,237.0500,241.4500,236.9000,237.4500,27694200
2022-09-27,239.9800,241.8000,234.5000,236.4100,27018700
2022-09-28,236.8100,242.3300,234.7300,241.0700,29029700
2022-09-29,238.8900,239.9500,234.4100,237.5000,27484200
2022-09-30,238.2900,240.5400,232.7300,232.9000,35694800
2022-10-03,235.4100,241.6100,234.6600,240.7400,28880400
2022-10-04,245.0900,250.3600,244.9800,248.8800,34888400
2022-10-05,245.9900,250.5800,244.1000,249.2000,20347100
2022-10-06,247.9300,250.3400,246.0800,246.7900,20239900
2022-10-07,240.9000,241.3200,233.1700,234.2400,37769600
2022-10-10,233.0500,234.5600,226.7300,229.2500,29743600
2022-10-11,227.6200,229.0600,224.1100,225.4100,30474000
2022-10-12,225.4000,227.8600,223.9600,225.7500,21903900
2022-10-13,219.8500,236.1000,219.1300,234.2400,42551800
2022-10-14,235.5400,237.2400,228.3400,228.5600,30198600
2022-10-17,235.8200,238.9600,235.1400,237.5300,28142300
2022-10-18,243.2400,243.9300,235.3700,238.5000,26329600
2022-10-19,237.0400,239.6100,234.2900,236.4800,19985700
2022-10-20,235.7700,241.3100,234.8700,236.1500,21811000
2022-10-21,234.7400,243.0000,234.5000,242.1200,26299700
2022-10-24,243.7600,247.8400,241.3000,247.2500,24911200
2022-10-25,247.2600,251.0400,245.8300,250.6600,34775500
2022-10-26,231.1700,238.3000,230.0600,231.3200,82543200
2022-10-27,231.0400,233.6900,225.7800,226.7500,40424600
2022-10-28,226.2400,236.6000,226.0500,235.8700,40647700
2022-10-31,233.7600,234.9200,231.1500,232.1300,28357300
2022-11-01,234.6000,235.7400,227.3300,228.1700,30592300
2022-11-02,229.4600,231.3000,220.0400,220.1000,38407000
2022-11-03,220.0900,220.4100,213.9800,214.2500,36633900
2022-11-04,217.5500,221.5900,213.4300,221.3900,36789100
2022-11-07,221.9900,228.4100,221.2800,227.8700,33498000
2022-11-08,228.7000,231.6500,225.8400,228.8700,28192500
2022-11-09,227.3700,228.6300,224.3300,224.5100,27852900
2022-11-10,235.4300,243.3300,235.0000,242.9800,46268000
2022-11-11,242.9900,247.9900,241.9300,247.1100,34620200
2022-11-14,241.9900,243.9100,239.2100,241.5500,31123300
2022-11-15,245.6600,247.0000,240.0300,241.9700,31390100
2022-11-16,242.7900,243.8000,240.4200,241.7300,24093300
2022-11-17,237.7800,243.2500,237.6300,241.6800,23123500
2022-11-18,243.5100,243.7400,239.0300,241.2200,27613500
2022-11-21,241.4300,244.6700,241.1900,242.0500,26394700
2022-11-22,243.5900,245.3100,240.7100,245.0300,19665700
2022-11-23,245.1100,248.2800,244.2700,247.5800,19508500
2022-11-25,247.3100,248.7000,246.7300,247.4900,9200800
2022-11-28,246.0800,246.6500,240.8000,241.7600,24778200
2022-11-29,241.4000,242.7900,238.2100,240.3300,17956300
2022-11-30,240.5700,255.3300,239.8600,255.1400,47594200
2022-12-01,253.8700,256.1200,250.9200,254.6900,26041500
2022-12-02,249.8200,256.0600,249.6900,255.0200,21528500
2022-12-05,252.0100,253.8200,248.0600,250.2000,23435300
2022-12-06,250.8200,251.8600,243.7800,245.1200,22463700
2022-12-07,244.8300,246.1600,242.2100,244.3700,20481500
2022-12-08,244.8400,248.7400,243.0600,247.4000,22611800
2022-12-09,244.7000,248.3100,244.1600,245.4200,20609700
2022-12-12,247.4500,252.5400,247.1700,252.5100,30665100
2022-12-13,261.6900,263.9200,253.0700,256.9200,42196900
2022-12-14,257.1300,262.5900,254.3100,257.2200,35410900
2022-12-15,253.7200,254.2000,247.3400,249.0100,35560400
2022-12-16,248.5500,249.8400,243.5100,244.6900,86102000
2022-12-19,244.8600,245.2100,238.7100,240.4500,29696400
2022-12-20,239.4000,242.9100,238.4200,241.8000,25150800
2022-12-21,241.6900,245.6200,240.1100,244.4300,23690600
2022-12-22,241.2600,241.9900,233.8700,238.1900,28651700
2022-12-23,236.1100,238.8700,233.9400,238.7300,21207000
2022-12-27,238.7000,238.9300,235.8300,236.9600,16688600
2022-12-28,236.8900,239.7200,234.1700,234.5300,17457100
2022-12-29,235.6500,241.9200,235.6500,241.0100,19770700
2022-12-30,238.2100,239.9600,236.6600,239.8200,21938500
2023-01-03,243.0800,245.7500,237.4000,239.5800,25740000
2023-01-04,232.2800,232.8700,225.9600,229.1000,50623400
2023-01-05,227.2000,227.5500,221.7600,222.3100,39585600
2023-01-06,223.0000,225.7600,219.3500,224.9300,43613600
2023-01-09,226.4500,231.2400,226.4100,227.1200,27369800
2023-01-10,227.7600,231.3100,227.3300,228.8500,27033900
2023-01-11,231.2900,235.9500,231.1100,235.7700,28669300
2023-01-12,235.2600,239.9000,233.5600,238.5100,27269500
2023-01-13,237.0000,239.3700,234.9200,239.2300,21333300
2023-01-17,237.9700,240.9100,237.0900,240.3500,29831300
2023-01-18,241.5700,242.3800,235.5200,235.8100,30028700
2023-01-19,233.7800,235.5200,230.6800,231.9300,28623000
2023-01-20,234.8600,240.7400,234.5100,240.2200,35389800
2023-01-23,241.1000,245.1700,239.6500,242.5800,31934000
2023-01-24,242.5000,243.9500,240.4400,242.0400,40234400
2023-01-25,234.4800,243.3000,230.9000,240.6100,66526600
2023-01-26,243.6500,248.3100,242.0000,248.0000,33454500
2023-01-27,248.9900,249.8300,246.8300,248.1600,26498900
2023-01-30,244.5100,245.6000,242.2000,242.7100,25867400
2023-01-31,243.4500,247.9500,242.9500,247.8100,26541100
2023-02-01,248.0000,255.1800,245.4700,252.7500,31259900
2023-02-02,258.8200,264.6900,257.2500,264.6000,39940400
2023-02-03,259.5400,264.2000,257.1000,258.3500,29077300
2023-02-06,257.4400,258.3000,254.7800,256.7700,22518000
2023-02-07,260.5300,268.7700,260.0800,267.5600,50841400
2023-02-08,273.2000,276.7600,266.2100,266.7300,54686000
2023-02-09,273.8000,273.9800,262.8000,263.6200,42375100
2023-02-10,261.5300,264.0900,260.6600,263.1000,25818500
2023-02-13,267.6400,274.6000,267.1500,271.3200,44630900
2023-02-14,272.6700,274.9700,269.2800,272.1700,37047900
2023-02-15,268.3200,270.7300,266.1800,269.3200,28922400
2023-02-16,264.0200,266.7400,261.9000,262.1500,29603600
2023-02-17,259.3900,260.0900,256.0000,258.0600,30000100
2023-02-21,254.4800,255.4900,251.5900,252.6700,28397400
2023-02-22,254.0900,254.3400,250.3400,251.5100,22491100
2023-02-23,255.5600,256.8400,250.4800,254.7700,29219100
2023-02-24,249.9600,251.0000,248.1000,249.2200,24990900
2023-02-27,252.4600,252.8200,249.3900,250.1600,21190000
2023-02-28,249.0700,251.4900,248.7300,249.4200,22491000
2023-03-01,250.7600,250.9300,245.7900,246.2700,27565300
2023-03-02,246.5500,251.4000,245.6100,251.1100,24808200
2023-03-03,252.1900,255.6200,251.3900,255.2900,30760100
2023-03-06,256.4300,260.1200,255.9800,256.8700,24109800
2023-03-07,256.3000,257.6900,253.3900,254.1500,21473200
2023-03-08,254.0400,254.5400,250.8100,253.7000,17340200
2023-03-09,255.8200,259.5600,251.5800,252.3200,26653400
2023-03-10,251.0800,252.7900,247.6000,248.5900,28333900
2023-03-13,247.4000,257.9100,245.7300,253.9200,33339700
2023-03-14,256.7500,261.0700,255.8600,260.7900,33620300
2023-03-15,259.9800,266.4800,259.2100,265.4400,46028000
2023-03-16,265.2100,276.5600,263.2800,276.2000,54768800
2023-03-17,278.2600,283.3300,276.3200,279.4300,69527400
2023-03-20,276.9800,277.4800,269.8500,272.2300,43466600
2023-03-21,274.8800,275.0000,269.5200,273.7800,34558700
2023-03-22,273.4000,281.0400,272.1800,272.2900,34873300
2023-03-23,277.9400,281.0600,275.2000,277.6600,36610900
2023-03-24,277.2400,280.6300,275.2800,280.5700,28172000
2023-03-27,280.5000,281.4600,275.5200,276.3800,26840200
2023-03-28,275.7900,276.1400,272.0500,275.2300,21878600
2023-03-29,278.9600,281.1400,278.4100,280.5100,25087000
2023-03-30,284.2300,284.4600,281.4800,284.0500,25053400
2023-03-31,283.7300,289.2700,283.0000,288.3000,32766000
2023-04-03,286.5200,288.2700,283.9500,287.2300,24883300
2023-04-04,287.2300,290.4500,285.6700,287.1800,25824300
2023-04-05,285.8500,287.1500,282.9200,284.3400,22064800
2023-04-06,283.2100,292.0800,282.0300,291.6000,29770300
2023-04-10,289.2100,289.6000,284.7100,289.3900,23103000
2023-04-11,285.7500,285.9800,281.6400,282.8300,27276600
2023-04-12,284.7900,287.0100,281.9600,283.4900,27403400
2023-04-13,283.5900,289.9000,283.1700,289.8400,24222700
2023-04-14,287.0000,288.4800,283.6900,286.1400,20987900
2023-04-17,289.9300,291.6000,286.1600,288.8000,23836200
2023-04-18,291.5700,291.7600,287.0100,288.3700,20161800
2023-04-19,285.9900,289.0500,284.5400,288.4500,17150300
2023-04-20,285.2500,289.0300,285.0800,286.1100,23244400
2023-04-21,285.0100,286.2700,283.0600,285.7600,21676400
2023-04-24,282.0900,284.9500,278.7200,281.7700,26611000
2023-04-25,279.5100,281.6000,275.3700,275.4200,45772200
2023-04-26,296.7000,299.5700,292.7300,295.3700,64599200
2023-04-27,295.9700,305.2000,295.2500,304.8300,46462600
2023-04-28,304.0100,308.9300,303.3100,307.2600,36469600
2023-05-01,306.9700,308.6000,305.1500,305.5600,21294100
2023-05-02,307.7600,309.1800,303.9100,305.4100,26404400
2023-05-03,306.6200,308.6100,304.0900,304.4000,22360800
2023-05-04,306.2400,307.7600,303.4000,305.4100,22519900
2023-05-05,305.7200,311.9700,304.2700,310.6500,28197100
2023-05-08,310.1300,310.2000,306.0900,308.6500,21318600
2023-05-09,308.0000,310.0400,306.3100,307.0000,21340800
2023-05-10,308.6200,313.0000,307.6700,312.3100,30078000
2023-05-11,310.1000,311.1200,306.2600,310.1100,31680200
2023-05-12,310.5500,310.6500,306.6000,308.9700,19774700
2023-05-15,309.1000,309.9000,307.5900,309.4600,16336500
